model,sampling,accuracy,precision,recall,f1_score
ANN,Over-Sampling,0.7794621026894866,0.8047691817838237,0.7794621026894866,0.7114907571167757
ANN,Under-Sampling,0.11687041564792176,0.7479695527435438,0.11687041564792176,0.17245881450702383
ANN,SMOTE,0.8058679706601467,0.8087361375327263,0.8058679706601467,0.7673538360650546
