model,sampling,accuracy,precision,recall,f1_score
ANN,Over-Sampling,0.8430317848410758,0.8322631410391762,0.8430317848410758,0.8299164119715844
ANN,Under-Sampling,0.5794621026894865,0.7738664175416123,0.5794621026894865,0.645153292330622
ANN,SMOTE,0.845476772616137,0.8344012466142223,0.845476772616137,0.8361306925307984
