model,sampling,accuracy,precision,recall,f1_score
ANN,Over-Sampling,0.8425427872860636,0.828981446381529,0.8425427872860636,0.8327474259683635
ANN,Under-Sampling,0.5946210268948655,0.762501222775224,0.5946210268948655,0.6446412193205527
ANN,SMOTE,0.8415647921760391,0.8300691840169273,0.8415647921760391,0.8332549286408036
