model,sampling,accuracy,precision,recall,f1_score
ANN,Over-Sampling,0.8464547677261614,0.8392332722485116,0.8464547677261614,0.8277679128219991
ANN,Under-Sampling,0.671882640586797,0.7703851606764578,0.671882640586797,0.7133641525107149
ANN,SMOTE,0.8400977995110025,0.8339684259087331,0.8400977995110025,0.8201387710755482
