model,sampling,accuracy,precision,recall,f1_score
ANN,Over-Sampling,0.8317848410757946,0.8127380200726319,0.8317848410757946,0.8182473611892759
ANN,Under-Sampling,0.33691931540342296,0.7655743008386207,0.33691931540342296,0.43942027147556695
ANN,SMOTE,0.8215158924205379,0.8032550445298706,0.8215158924205379,0.8010021786009256
